Id;Position1F1S1;Position2F1S1;Position3F1S1;Position4F1S1;Position5F1S1;Position6F1S1;Position7F1S1;Position8F1S1;Position9F1S1;Position10F1S1;Position11F1S1;LocationX1F1S1;LocationY1F1S1;LocationX2F1S1;LocationY2F1S1;LocationX3F1S1;LocationY3F1S1;LocationX4F1S1;LocationY4F1S1;LocationX5F1S1;LocationY5F1S1;LocationX6F1S1;LocationY6F1S1;LocationX7F1S1;LocationY7F1S1;LocationX8F1S1;LocationY8F1S1;LocationX9F1S1;LocationY9F1S1;LocationX10F1S1;LocationY10F1S1;LocationX11F1S1;LocationY11F1S1;Position1F2S1;Position2F2S1;Position3F2S1;Position4F2S1;Position5F2S1;Position6F2S1;Position7F2S1;Position8F2S1;Position9F2S1;Position10F2S1;Position11F2S1;LocationX1F2S1;LocationY1F2S1;LocationX2F2S1;LocationY2F2S1;LocationX3F2S1;LocationY3F2S1;LocationX4F2S1;LocationY4F2S1;LocationX5F2S1;LocationY5F2S1;LocationX6F2S1;LocationY6F2S1;LocationX7F2S1;LocationY7F2S1;LocationX8F2S1;LocationY8F2S1;LocationX9F2S1;LocationY9F2S1;LocationX10F2S1;LocationY10F2S1;LocationX11F2S1;LocationY11F2S1;Position1F3S1;Position2F3S1;Position3F3S1;Position4F3S1;Position5F3S1;Position6F3S1;Position7F3S1;Position8F3S1;Position9F3S1;Position10F3S1;Position11F3S1;LocationX1F3S1;LocationY1F3S1;LocationX2F3S1;LocationY2F3S1;LocationX3F3S1;LocationY3F3S1;LocationX4F3S1;LocationY4F3S1;LocationX5F3S1;LocationY5F3S1;LocationX6F3S1;LocationY6F3S1;LocationX7F3S1;LocationY7F3S1;LocationX8F3S1;LocationY8F3S1;LocationX9F3S1;LocationY9F3S1;LocationX10F3S1;LocationY10F3S1;LocationX11F3S1;LocationY11F3S1;AttackingStylesS1;BuildUpS1;AttackingAreaS1;PositioningS1;SupportRangeS1;NumbersInAttackS1;DefensiveStylesS1;ContainmentAreaS1;PressuringS1;DefensiveLineS1;CompactnessS1;NumbersInDefenseS1;FluidS1;AdvancedAtt1S1;AdvancedAtt2S1;AdvancedDef1S1;AdvancedDef2S1;FFS1;Value1S1;Value2S1;Value3S1;Value4S1;Value5S1;Position1F1S2;Position2F1S2;Position3F1S2;Position4F1S2;Position5F1S2;Position6F1S2;Position7F1S2;Position8F1S2;Position9F1S2;Position10F1S2;Position11F1S2;LocationX1F1S2;LocationY1F1S2;LocationX2F1S2;LocationY2F1S2;LocationX3F1S2;LocationY3F1S2;LocationX4F1S2;LocationY4F1S2;LocationX5F1S2;LocationY5F1S2;LocationX6F1S2;LocationY6F1S2;LocationX7F1S2;LocationY7F1S2;LocationX8F1S2;LocationY8F1S2;LocationX9F1S2;LocationY9F1S2;LocationX10F1S2;LocationY10F1S2;LocationX11F1S2;LocationY11F1S2;Position1F2S2;Position2F2S2;Position3F2S2;Position4F2S2;Position5F2S2;Position6F2S2;Position7F2S2;Position8F2S2;Position9F2S2;Position10F2S2;Position11F2S2;LocationX1F2S2;LocationY1F2S2;LocationX2F2S2;LocationY2F2S2;LocationX3F2S2;LocationY3F2S2;LocationX4F2S2;LocationY4F2S2;LocationX5F2S2;LocationY5F2S2;LocationX6F2S2;LocationY6F2S2;LocationX7F2S2;LocationY7F2S2;LocationX8F2S2;LocationY8F2S2;LocationX9F2S2;LocationY9F2S2;LocationX10F2S2;LocationY10F2S2;LocationX11F2S2;LocationY11F2S2;Position1F3S2;Position2F3S2;Position3F3S2;Position4F3S2;Position5F3S2;Position6F3S2;Position7F3S2;Position8F3S2;Position9F3S2;Position10F3S2;Position11F3S2;LocationX1F3S2;LocationY1F3S2;LocationX2F3S2;LocationY2F3S2;LocationX3F3S2;LocationY3F3S2;LocationX4F3S2;LocationY4F3S2;LocationX5F3S2;LocationY5F3S2;LocationX6F3S2;LocationY6F3S2;LocationX7F3S2;LocationY7F3S2;LocationX8F3S2;LocationY8F3S2;LocationX9F3S2;LocationY9F3S2;LocationX10F3S2;LocationY10F3S2;LocationX11F3S2;LocationY11F3S2;AttackingStylesS2;BuildUpS2;AttackingAreaS2;PositioningS2;SupportRangeS2;NumbersInAttackS2;DefensiveStylesS2;ContainmentAreaS2;PressuringS2;DefensiveLineS2;CompactnessS2;NumbersInDefenseS2;FluidS2;AdvancedAtt1S2;AdvancedAtt2S2;AdvancedDef1S2;AdvancedDef2S2;FFS2;Value1S2;Value2S2;Value3S2;Value4S2;Value5S2;Position1F1S3;Position2F1S3;Position3F1S3;Position4F1S3;Position5F1S3;Position6F1S3;Position7F1S3;Position8F1S3;Position9F1S3;Position10F1S3;Position11F1S3;LocationX1F1S3;LocationY1F1S3;LocationX2F1S3;LocationY2F1S3;LocationX3F1S3;LocationY3F1S3;LocationX4F1S3;LocationY4F1S3;LocationX5F1S3;LocationY5F1S3;LocationX6F1S3;LocationY6F1S3;LocationX7F1S3;LocationY7F1S3;LocationX8F1S3;LocationY8F1S3;LocationX9F1S3;LocationY9F1S3;LocationX10F1S3;LocationY10F1S3;LocationX11F1S3;LocationY11F1S3;Position1F2S3;Position2F2S3;Position3F2S3;Position4F2S3;Position5F2S3;Position6F2S3;Position7F2S3;Position8F2S3;Position9F2S3;Position10F2S3;Position11F2S3;LocationX1F2S3;LocationY1F2S3;LocationX2F2S3;LocationY2F2S3;LocationX3F2S3;LocationY3F2S3;LocationX4F2S3;LocationY4F2S3;LocationX5F2S3;LocationY5F2S3;LocationX6F2S3;LocationY6F2S3;LocationX7F2S3;LocationY7F2S3;LocationX8F2S3;LocationY8F2S3;LocationX9F2S3;LocationY9F2S3;LocationX10F2S3;LocationY10F2S3;LocationX11F2S3;LocationY11F2S3;Position1F3S3;Position2F3S3;Position3F3S3;Position4F3S3;Position5F3S3;Position6F3S3;Position7F3S3;Position8F3S3;Position9F3S3;Position10F3S3;Position11F3S3;LocationX1F3S3;LocationY1F3S3;LocationX2F3S3;LocationY2F3S3;LocationX3F3S3;LocationY3F3S3;LocationX4F3S3;LocationY4F3S3;LocationX5F3S3;LocationY5F3S3;LocationX6F3S3;LocationY6F3S3;LocationX7F3S3;LocationY7F3S3;LocationX8F3S3;LocationY8F3S3;LocationX9F3S3;LocationY9F3S3;LocationX10F3S3;LocationY10F3S3;LocationX11F3S3;LocationY11F3S3;AttackingStylesS3;BuildUpS3;AttackingAreaS3;PositioningS3;SupportRangeS3;NumbersInAttackS3;DefensiveStylesS3;ContainmentAreaS3;PressuringS3;DefensiveLineS3;CompactnessS3;NumbersInDefenseS3;FluidS3;AdvancedAtt1S3;AdvancedAtt2S3;AdvancedDef1S3;AdvancedDef2S3;FFS3;Value1S3;Value2S3;Value3S3;Value4S3;Value5S3;IndexPlayer1;IndexPlayer2;IndexPlayer3;IndexPlayer4;IndexPlayer5;IndexPlayer6;IndexPlayer7;IndexPlayer8;IndexPlayer9;IndexPlayer10;IndexPlayer11;IndexPlayer12;IndexPlayer13;IndexPlayer14;IndexPlayer15;IndexPlayer16;IndexPlayer17;IndexPlayer18;IndexPlayer19;IndexPlayer20;IndexPlayer21;IndexPlayer22;IndexPlayer23;IndexPlayer24;IndexPlayer25;IndexPlayer26;IndexPlayer27;IndexPlayer28;IndexPlayer29;IndexPlayer30;IndexPlayer31;IndexPlayer32;IndexPlayer33;IndexPlayer34;IndexPlayer35;IndexPlayer36;IndexPlayer37;IndexPlayer38;IndexPlayer39;IndexPlayer40;Captain;ShortFK;LongFK;RightCorner;LeftCorner;Penalty;SecondKicker;Header1;Header2;Header3;AutoSubstitutions;OffsideTrap;SwitchTactics;AutoChangeAttDef;Value1;Value2;Zeros
386;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;21;66;21;38;30;51;36;90;36;14;43;52;0;1;1;3;2;5;5;11;10;9;12;3;52;10;63;10;41;12;89;12;15;22;75;22;29;35;52;36;90;36;14;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;29;51;34;92;34;12;43;52;0;0;1;1;6;2;1;1;0;4;6;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;24;52;34;89;34;15;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;52;42;85;42;19;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;24;52;34;88;34;16;43;52;0;0;1;0;8;2;1;1;0;3;6;3;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;21;66;21;38;30;51;36;90;36;14;43;52;0;1;1;3;2;5;5;11;10;9;12;3;52;10;63;10;41;12;89;12;15;22;75;22;29;35;52;36;90;36;14;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;29;51;34;92;34;12;43;52;0;0;1;1;6;2;1;1;0;4;6;2;0;7;0;12;0;0;0;0;0;0;0;0;4;3;10;7;13;12;17;20;21;23;1;5;6;9;11;15;14;16;19;22;27;24;2;8;29;18;28;25;26;30;31;32;33;34;35;36;37;38;39;4;7;7;7;7;23;21;255;255;255;0;0;0;0;0;0;0
387;0;1;1;3;2;5;5;7;6;8;12;3;52;10;63;10;41;12;89;12;15;23;66;23;38;32;90;32;14;32;52;43;52;0;1;1;3;2;5;5;10;9;8;12;3;52;10;63;10;41;12;89;12;15;23;66;23;38;35;94;35;10;32;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;23;66;23;38;32;90;32;14;32;52;43;52;0;0;0;0;4;2;0;0;1;4;6;3;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;25;32;52;43;66;43;38;0;1;1;3;2;4;5;5;11;12;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;25;35;51;43;66;43;38;0;1;1;3;2;4;4;4;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;25;32;52;43;66;43;38;0;0;0;0;8;2;0;0;1;6;8;3;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;8;12;3;52;10;63;10;41;12;89;12;15;23;66;23;38;32;90;32;14;32;52;43;52;0;1;1;3;2;5;5;10;9;8;12;3;52;10;63;10;41;12;89;12;15;23;66;23;38;35;94;35;10;32;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;23;66;23;38;32;90;32;14;32;52;43;52;0;0;0;0;4;2;0;0;1;4;6;3;0;7;0;12;0;0;0;0;0;0;0;0;7;6;10;9;13;14;25;21;15;28;3;5;8;11;18;12;19;20;22;23;29;30;1;2;4;16;17;32;26;31;27;24;33;34;35;36;37;38;39;6;9;9;9;9;25;10;255;255;255;0;0;0;0;0;0;0
388;0;1;1;3;2;4;4;5;11;11;12;3;52;10;63;10;41;12;89;12;15;23;68;23;37;30;52;39;78;39;26;43;52;0;1;1;3;2;4;4;5;11;11;12;3;52;10;63;10;41;12;89;12;15;23;68;23;37;30;52;39;78;39;26;43;52;0;1;1;3;2;4;4;5;8;8;12;3;52;10;63;10;41;12;89;12;15;23;68;23;37;30;52;34;79;34;25;43;52;1;1;1;1;2;2;1;0;0;3;4;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;31;52;43;52;0;1;1;3;2;4;4;7;6;11;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;35;53;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;31;52;43;52;1;1;1;0;3;2;1;0;0;2;5;3;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;11;11;12;3;52;10;63;10;41;12;89;12;15;23;68;23;37;30;52;39;78;39;26;43;52;0;1;1;3;2;4;4;5;11;11;12;3;52;10;63;10;41;12;89;12;15;23;68;23;37;30;52;39;78;39;26;43;52;0;1;1;3;2;4;4;5;8;8;12;3;52;10;63;10;41;12;89;12;15;23;68;23;37;30;52;34;79;34;25;43;52;1;1;1;1;2;2;1;0;0;3;4;2;0;1;0;12;0;0;0;0;0;0;0;0;7;6;13;26;15;23;19;27;28;32;1;5;9;10;14;16;20;22;29;30;34;35;2;3;4;36;8;11;12;21;17;37;25;38;24;18;31;33;39;19;28;23;15;15;28;23;255;255;255;0;0;0;0;0;0;0
389;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;27;70;27;34;36;86;36;17;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;19;52;28;67;28;36;36;86;36;17;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;19;52;24;67;24;37;36;87;36;17;43;52;0;1;0;1;6;2;1;1;1;5;8;2;0;4;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;52;36;86;36;17;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;33;52;36;86;36;17;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;52;33;91;33;13;43;52;0;0;0;1;7;2;1;1;1;1;4;3;0;4;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;27;70;27;34;36;86;36;17;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;19;52;28;67;28;36;36;86;36;17;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;19;52;24;67;24;37;36;87;36;17;43;52;0;1;0;1;6;2;1;1;1;5;8;2;0;4;0;12;0;0;0;0;0;0;0;1;5;4;12;11;18;19;17;23;22;28;0;6;7;10;13;15;16;20;21;14;24;26;2;3;32;33;8;9;31;30;29;25;27;34;35;36;37;38;39;18;19;19;19;19;28;22;255;255;255;0;0;0;0;0;0;0
394;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;24;65;24;39;34;89;34;15;43;66;43;38;0;1;1;3;2;4;4;7;6;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;38;30;87;30;18;40;66;43;38;0;0;0;0;4;2;1;1;1;3;5;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;1;1;3;2;5;5;7;6;11;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;35;53;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;0;0;0;5;2;1;1;1;2;6;3;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;24;65;24;39;34;89;34;15;43;66;43;38;0;1;1;3;2;4;4;7;6;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;38;30;87;30;18;40;66;43;38;0;0;0;0;4;2;1;1;1;3;5;2;0;7;0;11;0;0;0;0;0;0;0;35;6;3;11;7;18;14;16;19;21;22;0;4;5;8;10;13;17;36;20;23;24;27;1;2;32;30;31;9;12;15;34;26;29;25;28;33;37;38;39;11;19;14;14;14;22;14;255;255;255;0;0;0;0;0;0;0
395;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;72;25;31;36;86;36;18;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;29;65;29;39;36;86;36;18;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;72;25;31;32;90;32;14;43;52;0;0;1;0;7;3;1;1;0;5;8;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;34;52;43;52;0;1;1;3;2;4;4;10;9;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;35;88;35;16;34;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;34;52;43;52;0;0;1;0;5;2;1;1;0;6;6;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;72;25;31;36;86;36;18;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;29;65;29;39;36;86;36;18;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;72;25;31;32;90;32;14;43;52;0;0;1;0;7;3;1;1;0;5;8;2;0;7;0;11;0;0;0;0;0;0;0;0;5;8;11;10;12;16;14;20;17;24;1;6;7;4;9;15;13;18;21;19;23;26;2;3;31;29;34;30;32;33;28;22;27;25;35;36;37;38;39;8;14;10;10;14;14;10;255;255;255;0;0;0;0;0;0;0
396;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;10;9;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;35;88;35;16;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;26;89;26;15;43;66;43;38;1;1;0;1;7;2;0;1;1;5;4;3;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;26;65;26;39;30;87;30;18;43;66;43;38;0;1;1;3;2;4;4;7;6;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;39;65;43;38;1;1;0;1;4;2;0;1;1;4;2;3;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;10;9;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;35;88;35;16;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;26;89;26;15;43;66;43;38;1;1;0;1;7;2;0;1;1;5;4;3;0;7;0;11;0;0;0;0;0;0;0;0;3;4;8;7;12;11;21;20;26;24;1;5;9;10;13;14;17;19;15;22;25;27;2;6;28;29;16;18;23;30;31;32;33;34;35;36;37;38;39;11;11;11;11;11;26;4;255;255;255;0;0;0;0;0;0;0
398;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;24;32;52;43;67;43;38;0;1;1;3;2;4;7;6;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;32;86;32;19;32;52;43;67;43;38;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;24;27;52;43;67;43;38;0;1;1;0;7;2;0;1;1;6;3;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;10;9;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;35;93;35;12;43;66;43;38;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;0;1;1;8;2;0;1;1;6;8;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;24;32;52;43;67;43;38;0;1;1;3;2;4;7;6;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;32;86;32;19;32;52;43;67;43;38;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;24;27;52;43;67;43;38;0;1;1;0;7;2;0;1;1;6;3;2;0;7;0;12;0;0;0;0;0;0;0;0;6;4;10;9;13;16;15;19;26;25;1;3;5;7;11;12;14;17;21;20;22;27;2;8;31;29;30;18;28;23;24;32;33;34;35;36;37;38;39;15;15;15;19;19;15;19;255;255;255;0;0;0;0;0;0;0
399;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;65;43;38;0;1;1;3;2;8;8;7;6;12;12;3;52;10;63;10;41;12;89;12;15;27;65;27;39;30;87;30;18;43;65;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;65;43;38;1;1;1;1;4;3;0;0;0;8;3;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;52;27;91;27;13;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;32;51;35;92;35;13;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;52;27;91;27;13;43;52;1;1;1;0;5;2;0;0;0;7;4;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;65;43;38;0;1;1;3;2;8;8;7;6;12;12;3;52;10;63;10;41;12;89;12;15;27;65;27;39;30;87;30;18;43;65;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;65;43;38;1;1;1;1;4;3;0;0;0;8;3;2;0;7;0;11;0;0;0;0;0;0;0;0;3;2;8;7;13;12;17;16;21;18;1;5;6;9;4;14;11;15;20;22;19;31;28;26;27;29;10;24;25;30;23;32;33;34;35;36;37;38;39;17;17;17;17;17;18;13;255;255;255;0;0;0;0;0;0;0
403;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;30;89;30;15;42;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;35;89;35;16;42;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;30;89;30;15;42;52;0;0;0;0;5;2;1;0;0;4;6;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;30;89;30;15;42;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;30;89;30;15;42;52;0;1;1;3;2;4;4;4;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;69;23;33;30;89;30;15;42;52;0;1;0;0;6;2;1;0;1;4;6;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;30;89;30;15;42;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;35;89;35;16;42;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;63;27;40;30;89;30;15;42;52;0;0;0;0;5;2;1;0;0;4;6;2;0;1;0;12;0;0;0;0;0;0;0;0;6;5;10;8;18;16;15;20;19;22;1;3;4;7;9;11;13;25;14;17;21;23;2;24;12;26;27;28;29;30;31;32;33;34;35;36;37;38;39;6;15;15;15;15;15;6;255;255;255;0;0;0;0;0;0;0
405;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;33;88;33;15;43;66;43;39;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;26;65;26;38;33;89;33;15;42;65;42;38;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;0;1;0;8;2;1;1;0;6;7;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;0;0;0;7;2;1;1;0;5;6;3;0;7;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;33;88;33;15;43;66;43;39;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;26;65;26;38;33;89;33;15;42;65;42;38;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;86;30;18;32;52;43;52;0;0;1;0;8;2;1;1;0;6;7;2;0;7;0;12;0;0;0;0;0;0;0;0;17;3;5;4;7;8;18;9;21;19;1;2;16;20;6;10;12;14;15;11;13;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;8;9;9;9;9;9;5;255;255;255;0;0;0;0;0;0;0
